id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
9	'	0.966	-0.0285	8	17	19	5	2009.8
201	(ca. 1320)	-0.7711	-0.0171	11	10	13	5	2006.2
214	1199 b.c.-299 a.d.	-1.176	-0.1153	10	19	28	5	2014.6
217	1500-1699	0.579	-0.5663	2	15	27	7	2012.1429
218	1500-1799	0.2159	-0.2642	1	22	27	6	2009.1667
219	1500-1899	-0.0769	0.6697	1	14	20	5	2009
224	1600-1899	-0.8132	0.5038	11	16	27	7	2012
225	1600-1899 qing dynasty period	0.3992	-0.7671	8	10	14	3	2013
259	absence	-0.5167	-0.4014	6	11	12	4	2009.25
266	academic culture	1.1785	-0.1255	15	15	41	15	2019.8
269	academic writing	0.8819	0.1613	2	7	14	13	2016.1538
273	accra	-0.7557	-0.7854	6	7	11	6	2014.5
276	activism	-0.6841	-0.3766	9	9	12	6	2013.3333
293	aesthetic experience	-0.6854	-0.0177	1	12	14	2	2017.5
296	aestheticism	0.8341	0.113	8	16	19	3	2013.3333
297	aesthetics	-0.3909	0.126	5	64	102	31	2012.4194
307	african american novelists	0.0449	-0.3473	7	29	37	6	2019.1667
308	african american poets	0.6043	0.4815	7	8	13	4	2016
315	african american writers	0.4115	-0.5093	8	48	98	29	2012.4483
316	african americans	-0.0774	-0.9234	4	16	22	4	2012.25
317	african culture	0.1009	0.4456	11	9	10	3	2013.3333
319	african identity	-0.1421	0.9242	2	23	49	10	2016.3
321	african literature	-0.407	0.2717	2	28	67	17	2014.8235
331	agency	0.8112	0.0024	7	18	20	7	2013
335	algerian literature	0.0153	0.8806	3	17	30	8	2016
338	alienation	0.4397	-0.3276	12	14	17	5	2011.8
340	allusion	0.5528	-0.8311	7	14	16	3	2014.6667
349	american civil war	0.1451	0.4605	5	10	14	5	2004.4
355	american literature	0.1389	-0.0712	7	387	1625	508	2011.685
369	ancient greek tragedy	-0.7277	0.52	1	15	22	4	2014
379	animal-human relations	0.0374	-0.4195	1	28	33	7	2014.5714
380	animals	-0.3606	0.536	3	30	49	18	2010.8333
386	anthropocene epoch	-0.2089	-0.4919	9	22	36	11	2020.9091
390	anticolonialism	0.1791	-0.3157	4	18	19	5	2017.4
396	antisemitism	0.9606	0.0642	7	10	11	5	2006.2
398	anxiety	0.6491	0.6244	7	27	37	8	2015.875
405	arab culture	-0.3417	0.8234	3	24	26	7	2014
406	arab identity	-0.6701	0.9727	3	18	35	5	2014.6
408	arabic language literature	0.0582	-0.0278	1	16	20	7	2013.7143
409	arabic language translation	-0.5015	0.5323	3	16	16	3	2014.6667
413	archives	0.313	-0.8054	6	48	68	18	2013.2222
415	argentinian literature	0.7486	0.2695	8	20	21	8	2013.375
416	argumentation	1.0825	-0.1308	15	20	49	16	2018.75
430	arts	-0.6754	0.1286	10	24	26	7	2012.4286
436	asian american novelists	-0.2271	0.5548	12	25	45	8	2017.375
447	atlantic ocean	0.5945	-0.7244	7	15	17	3	2013.6667
451	audience	0.252	0.9149	5	36	45	12	2011
455	australian literature	-0.1636	-0.7632	9	22	26	7	2013.1429
458	authenticity	-0.2874	0.3998	11	13	13	4	2008
462	authority	0.6075	-0.0159	2	24	25	8	2011.75
463	authorship	0.5508	0.0313	8	47	62	16	2009.3125
468	autobiography	0.1182	0.0311	7	96	152	35	2009.2857
505	black identity	0.26	0.1597	7	80	131	23	2017.3478
507	black lives matter movement	0.3439	0.7126	7	13	18	4	2020.75
518	book	0.7529	-0.0557	5	11	12	5	2010.8
535	brain	0.121	-0.8148	4	14	15	2	2018.5
537	brazilian literature	-0.6656	0.3984	10	14	15	6	2012.5
540	british and irish literatures	-0.2327	-0.0709	1	86	150	36	2010.7222
542	british colonialism	-0.0405	0.4545	3	26	31	5	2015.6
543	british empire	0.4287	0.5653	2	10	10	3	2011
545	british imperialism	0.3208	-0.6329	8	17	18	4	2013.5
554	bureaucracy	0.3968	-0.9211	4	15	15	2	2017.5
564	cameroon literature	-0.1419	0.7608	3	25	57	14	2013
567	canadian literature	0.1394	0.2959	2	44	50	13	2011
569	canon	1.1763	-0.2777	13	19	24	14	2006.6429
573	capitalism	-0.1194	-0.0592	9	62	88	19	2014.3684
591	censorship	-0.9313	-0.2353	10	26	29	6	2013.3333
600	characters	0.7647	0.2083	5	19	29	8	2010.75
609	childhood	0.4122	0.7754	5	19	25	8	2013.75
611	children's literature	0.2707	-0.2903	6	16	25	12	2012.25
613	chilean literature	0.3102	0.371	2	11	12	4	2009.75
616	chinese language translation	-0.3655	0.3846	3	15	19	3	2015.3333
619	chinese literature	-0.0458	-0.1567	8	45	59	20	2011.25
627	christianity	-0.427	0.5827	3	27	31	9	2010.2222
