id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
297	aesthetics	-0.2372	0.6855	3	20	52	31	2012.4194
315	african american writers	1.2053	-0.272	1	13	51	29	2012.4483
355	american literature	0.3144	-0.2138	1	36	561	508	2011.685
468	autobiography	-0.0803	-0.8317	4	21	62	35	2009.2857
505	black identity	0.9457	0.1833	1	20	52	23	2017.3478
540	british and irish literatures	0.2011	-0.5181	5	24	80	36	2010.7222
670	colonialism	0.4767	0.0198	3	23	66	49	2012.7347
755	criticism	-0.5581	-0.1309	2	30	103	68	2010.1324
775	cultural identity	0.0745	0.9278	3	16	43	26	2015.2308
847	digital technology	0.9441	0.4344	1	14	51	47	2015.7234
885	drama	-0.762	-0.3942	2	26	146	74	2011.5405
954	english language literature	-0.0703	0.0852	3	26	87	56	2012.125
956	english literature	-0.2976	-0.0142	4	33	286	276	2011.3297
982	ethics	-0.4865	-0.4042	4	26	65	36	2013.8889
1003	european literature	0.2096	-0.7958	5	18	46	30	2011.8667
1068	fiction	0.113	-0.0865	5	35	239	151	2012.6887
1121	french language literature	-0.0433	0.4243	3	21	62	40	2013.85
1124	french literature	-0.8551	-0.1324	2	28	158	126	2009.3889
1146	genre conventions	-0.8703	0.4057	4	17	41	21	2016.3333
1156	german literature	-0.2336	-0.2279	2	26	83	76	2010.4605
1166	globalization	0.221	0.7104	3	29	103	86	2010.2209
1357	irish literature	-1.0915	-0.005	2	17	47	26	2011.9231
1423	language	-0.5121	0.1993	2	24	47	24	2013.2083
1484	literary studies	0.5122	0.6628	1	25	94	85	2010.3294
1508	lyric poetry	-0.6441	0.5755	4	17	42	21	2012.8571
1622	modernism	-0.7106	0.1302	2	24	60	30	2012.6333
1816	pedagogical approach	0.4976	-0.8118	5	21	64	37	2011.7568
1877	poetics	-0.4623	0.7664	4	20	49	25	2015.2
1929	postcolonialism	0.0219	0.6326	3	26	85	47	2013.3617
2009	race	0.7635	0.0398	3	20	52	41	2011.0488
2028	reader	0.3925	0.3001	1	32	181	111	2015.9009
2409	the indigenous	0.9163	-0.3575	1	12	41	23	2016.4348
2448	time	0.6009	0.419	1	19	51	27	2014.963
2491	united states	0.6695	-0.4859	1	22	51	58	2007.1034
2537	violence	-0.1083	-0.4519	2	30	73	38	2014.3947
2551	war	-0.3759	-0.7918	2	16	46	34	2009.1176
2593	work	-0.6804	-0.6765	4	15	42	33	2012
