id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
297	aesthetics	-0.0599	-0.383	3	19	51	31	2012.4194
315	african american writers	1.1472	-0.0734	1	12	46	29	2012.4483
355	american literature	0.2032	0.1679	1	35	494	508	2011.685
468	autobiography	-0.3453	0.586	4	20	60	35	2009.2857
505	black identity	0.9106	-0.4545	1	19	50	23	2017.3478
540	british and irish literatures	0.0025	0.7514	5	22	73	36	2010.7222
670	colonialism	0.4584	-0.1685	3	21	62	49	2012.7347
755	criticism	-0.406	-0.1973	2	28	97	68	2010.1324
775	cultural identity	0.4041	-0.8131	3	14	35	26	2015.2308
847	digital technology	0.9474	0.45	1	13	49	47	2015.7234
885	drama	-0.5983	0.022	2	26	134	74	2011.5405
954	english language literature	-0.0825	-0.1104	3	25	74	56	2012.125
956	english literature	-0.4137	0.1918	4	32	273	276	2011.3297
982	ethics	-0.6298	0.3761	4	24	61	36	2013.8889
1003	european literature	0.158	0.9771	5	16	42	30	2011.8667
1121	french language literature	0.1613	-0.8153	3	18	54	40	2013.85
1124	french literature	-0.7624	-0.108	2	27	138	126	2009.3889
1139	gender	-0.3704	-0.6532	2	19	40	27	2011.5556
1146	genre conventions	-1.0002	-0.1722	4	16	40	21	2016.3333
1156	german literature	-0.2044	0.1595	2	26	75	76	2010.4605
1166	globalization	0.2644	-0.4046	3	29	101	86	2010.2209
1357	irish literature	-0.7638	-0.5843	2	15	43	26	2011.9231
1366	italian literature	-1.1447	0.0522	4	12	26	25	2012.56
1484	literary studies	0.7248	-0.0883	1	23	90	85	2010.3294
1622	modernism	-0.4504	-0.4257	2	22	59	30	2012.6333
1816	pedagogical approach	0.1913	0.6423	5	21	57	37	2011.7568
1877	poetics	-0.1619	-0.8617	3	18	42	25	2015.2
1929	postcolonialism	0.1805	-0.6265	3	24	76	47	2013.3617
2009	race	0.6053	-0.4907	3	20	53	41	2011.0488
2028	reader	0.4666	0.0994	1	31	167	111	2015.9009
2409	the indigenous	0.7434	0.6778	1	11	37	23	2016.4348
2448	time	0.7559	0.1832	1	17	48	27	2014.963
2491	united states	0.485	0.4405	1	22	48	58	2007.1034
2537	violence	-0.0762	0.39	2	29	68	38	2014.3947
2551	war	-0.421	0.8095	2	14	42	34	2009.1176
2593	work	-0.9189	0.4539	4	14	39	33	2012
