id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
97	african american novelists	1.0098	0.391	4	14	35	16	2013.375
101	african american writers	-0.0073	0.6102	4	11	20	10	2005.9
125	american literature	-0.0396	-0.0383	4	86	456	369	2009.5718
134	animal-human relations	0.0538	0.7535	5	14	25	14	2015.3571
144	apartheid	-0.6606	0.7249	6	10	16	7	2007.5714
170	autobiography	-0.0106	-0.3322	2	13	21	13	2005.9231
195	black-white relations	0.4348	0.5031	4	23	40	12	2015.9167
212	british empire	0.7548	0.6517	4	15	24	10	2015
223	canadian literature	-0.7524	0.0696	3	17	20	13	2007.4615
225	capitalism	0.8782	-0.5365	1	25	52	21	2012.9524
258	citizenship	0.4131	0.7155	4	13	20	6	2013.5
275	colonialism	0.1159	-0.6692	1	20	30	12	2010.25
277	comic book	-1.2878	-0.3056	3	10	17	5	2009.4
301	cosmopolitanism	0.8166	0.2727	4	13	16	5	2010.6
361	disability	-0.1746	0.7459	5	20	38	15	2017.6667
374	drama	-0.6251	0.0678	2	18	25	8	2006.125
388	ecocritical approach	1.0047	-0.4647	1	19	62	23	2014.6522
407	english literature	0.037	0.0617	5	72	221	169	2010.1479
410	environmental crisis	1.0695	-0.3105	1	17	34	11	2018.8182
416	ethics	-0.3845	0.3276	3	15	30	17	2008.6471
417	ethnic identity	0.6196	-0.6179	1	13	19	9	2008.8889
450	female body	-0.511	-0.007	3	11	15	8	2007.75
458	female-male relations	0.5805	0.5924	5	13	19	7	2013.2857
459	femininity	-0.3459	-0.3987	5	10	17	6	2012
461	feminist approach	0.0992	0.4004	5	17	27	9	2008.1111
470	film adaptation	-0.5961	0.2723	2	9	15	6	2007.6667
493	french language literature	-1.0688	-0.3674	3	13	17	8	2006.125
494	french literature	-0.3631	-0.2216	2	23	39	21	2007.8095
502	gender	-0.1899	-0.6444	2	12	17	10	2006.2
505	genre conventions	-0.6921	0.2251	2	17	28	11	2004.3636
510	german literature	0.1685	0.5196	4	13	18	11	2012
514	globalization	0.693	-0.3221	1	22	39	15	2009.4
516	gothic conventions	-0.1514	-0.1337	2	14	21	10	2002.4
523	graphic novel	-1.0864	-0.4648	3	13	22	7	2008.4286
555	homosexuality	-0.2883	-0.6996	2	11	15	7	2003.4286
561	human body	-0.4908	-0.3406	3	13	21	12	2009.5833
574	imagery	-1.1905	-0.1887	3	14	26	8	2006.375
575	immigrant experience	0.8079	0.4824	4	10	16	10	2017.4
581	imperialism	-0.8364	-0.3286	3	12	15	8	2008.25
587	indian literature	0.5866	-0.2143	1	27	48	18	2010.8889
605	intertextuality	-0.2524	0.1499	2	25	32	9	2009.4444
611	iraq war (2003)	-0.2701	0.8797	6	9	14	7	2017
614	irish literature	-0.2217	-0.2221	2	29	51	38	2008.2368
704	male homosexuality	0.2112	-0.1074	7	18	23	11	2007.2727
720	masculinity	0.3492	0.0674	7	12	26	13	2006.3077
731	memory	-0.8839	0.0835	2	19	24	9	2007.6667
764	modernism	-0.3954	0.0945	2	27	63	40	2006.05
767	modernist novel	-0.1034	0.2337	5	20	52	22	2014.7273
771	modernist women writers	0.2906	0.6157	5	11	19	8	2014.625
799	narrative form	-0.0089	-0.512	2	10	15	7	2008.2857
800	narrative structure	-0.8808	0.6211	6	9	12	8	2003.625
802	narrative technique	-0.7531	-0.4228	3	24	43	17	2006.8824
806	nation	0.72	0.0277	1	11	13	8	2014.375
809	national identity	0.6664	0.2939	4	17	30	15	2013.1333
810	nationalism	0.0099	-0.8018	7	13	19	9	2005.7778
820	nature	0.7363	-0.1628	1	27	59	21	2016.0952
826	neoliberalism	0.3794	-0.2973	1	18	25	11	2014.0909
837	new zealand literature	0.7519	-0.5269	1	9	12	7	2014.7143
840	nigerian literature	1.1229	-0.037	1	10	11	5	2014.8
894	petroleum industry	1.1837	-0.386	1	11	19	6	2020
917	politics	0.2595	-0.4455	1	19	32	18	2012.4444
927	postcolonial approach	0.6113	-0.1061	1	27	37	16	2011.625
932	postcolonial novel	0.9711	-0.0755	1	19	26	8	2009.75
933	postcolonialism	-0.2202	-0.3848	3	20	25	11	2009.9091
934	postmodernism	-0.5699	-0.18	2	12	16	9	2002.7778
967	race	0.3998	-0.0782	7	27	48	23	2008.087
972	racism	0.4442	0.3847	4	41	81	30	2014.6333
1016	rural life	1.1875	-0.1887	1	9	14	6	2018
1026	science fiction novel	0.5422	-0.4487	1	17	28	8	2013.75
1030	scottish literature	-1.0137	0.476	6	5	6	16	2010.5
1044	september 11 terrorist attacks (2001)	-1.2085	-0.8451	8	4	13	11	2011.5455
1048	sex roles	-0.6229	0.5694	6	14	17	7	2003.7143
1057	sexuality	0.2682	0.3131	5	19	38	19	2009.7368
1062	sickness	-0.1173	0.4009	5	14	17	7	2016.4286
1067	slavery	0.2262	-0.2592	4	18	29	12	2009.3333
1071	social class	0.3804	-0.69	7	10	22	15	2003.7333
1087	south african literature	-0.4412	0.4404	6	28	47	35	2008.3429
1116	subjectivity	-0.7269	-0.073	3	14	19	7	2011.1429
1143	the future	0.8222	-0.7229	1	15	25	7	2013.4286
1144	the holocaust	-0.5386	-0.5648	2	14	18	8	2010
1154	the other	-0.8862	-0.0931	3	17	19	6	2009.1667
1157	the posthuman	0.0444	0.2478	4	14	17	5	2012.2
1160	the self	-0.9038	-0.2406	3	24	31	9	2008.7778
1181	trauma	-1.1042	-0.0504	3	19	24	8	2009.25
1190	united states	-0.1465	0.5724	6	17	22	13	2010.0769
1202	urban space	1.1642	0.0709	1	8	10	8	2014.875
1214	violence	0.472	0.1299	7	21	36	16	2009.125
1243	women novelists	-0.19	0.0172	5	29	52	21	2013.4762
1247	women writers	-0.3647	0.5403	5	11	16	8	2005.375
1256	world war i	0.2193	0.9114	5	9	17	9	2011.1111
