id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
97	african american novelists	-0.7559	-0.6653	3	14	35	16	2013.375
101	african american writers	-0.3787	-0.9403	3	10	19	10	2005.9
125	american literature	0.1197	-0.2162	3	63	379	369	2009.5718
134	animal-human relations	-0.6792	-0.0368	4	13	24	14	2015.3571
144	apartheid	-0.1477	-0.7777	4	8	14	7	2007.5714
170	autobiography	-0.5232	-0.4311	3	11	19	13	2005.9231
195	black-white relations	-0.3043	-0.7294	3	19	36	12	2015.9167
212	british empire	-0.9078	-0.2158	3	15	24	10	2015
223	canadian literature	0.5827	-0.0227	1	10	13	13	2007.4615
225	capitalism	-0.2402	0.7373	2	21	45	21	2012.9524
275	colonialism	0.1873	0.5132	2	16	26	12	2010.25
361	disability	0.0204	-0.4398	4	17	33	15	2017.6667
374	drama	0.6658	-0.6176	1	14	20	8	2006.125
388	ecocritical approach	-0.3655	1.0159	2	15	55	23	2014.6522
407	english literature	-0.0019	0.1967	4	51	183	169	2010.1479
410	environmental crisis	-0.4853	0.8968	2	13	27	11	2018.8182
416	ethics	-0.0972	-0.2832	1	12	26	17	2008.6471
417	ethnic identity	-0.3998	0.0601	2	12	17	9	2008.8889
458	female-male relations	-0.8197	0.2902	4	13	19	7	2013.2857
461	feminist approach	-0.4088	0.2753	4	15	24	9	2008.1111
493	french language literature	0.9967	0.0902	1	10	14	8	2006.125
494	french literature	0.3504	0.166	5	19	34	21	2007.8095
505	genre conventions	0.4511	-0.2377	1	13	23	11	2004.3636
510	german literature	-0.7699	-0.4864	3	11	16	11	2012
514	globalization	-0.4493	0.6732	2	17	33	15	2009.4
516	gothic conventions	0.2248	0.7376	5	10	17	10	2002.4
523	graphic novel	1.0434	-0.1956	1	10	18	7	2008.4286
561	human body	0.642	-0.407	5	9	17	12	2009.5833
574	imagery	1.071	-0.0752	1	10	21	8	2006.375
575	immigrant experience	-1.1022	-0.408	3	8	13	10	2017.4
587	indian literature	-0.2499	0.5905	2	24	43	18	2010.8889
605	intertextuality	-0.1364	-0.0852	1	20	27	9	2009.4444
614	irish literature	0.2259	0.0946	5	26	48	38	2008.2368
704	male homosexuality	0.2302	-0.5175	5	16	21	11	2007.2727
720	masculinity	0.2643	-0.8875	6	11	25	13	2006.3077
731	memory	0.4639	-0.4998	1	17	22	9	2007.6667
764	modernism	0.4894	0.3014	5	19	53	40	2006.05
767	modernist novel	0.1424	-0.0596	4	17	48	22	2014.7273
771	modernist women writers	-0.9978	0.1979	4	7	15	8	2014.625
802	narrative technique	0.7526	0.0105	1	21	39	17	2006.8824
806	nation	-0.5721	-0.1213	3	10	12	8	2014.375
809	national identity	-1.0639	-0.1056	3	13	26	15	2013.1333
810	nationalism	0.4013	-0.0591	5	12	18	9	2005.7778
820	nature	-0.0753	0.7892	2	23	54	21	2016.0952
826	neoliberalism	-0.1849	0.3162	2	16	23	11	2014.0909
917	politics	0.0259	0.4795	2	17	29	18	2012.4444
927	postcolonial approach	-0.5954	0.3086	2	23	32	16	2011.625
932	postcolonial novel	-0.6183	0.5743	2	15	21	8	2009.75
933	postcolonialism	0.3796	0.521	1	19	24	11	2009.9091
967	race	-0.3626	-0.3007	3	23	44	23	2008.087
972	racism	-0.4734	-0.6052	3	32	70	30	2014.6333
1026	science fiction novel	-0.0227	1.0394	2	15	25	8	2013.75
1030	scottish literature	1.0565	0.6089	1	4	5	16	2010.5
1044	september 11 terrorist attacks (2001)	1.7241	0.1428	7	3	12	11	2011.5455
1057	sexuality	-0.6176	0.1505	4	16	35	19	2009.7368
1067	slavery	-0.0883	-0.5645	3	15	26	12	2009.3333
1071	social class	0.4978	-0.7486	6	9	21	15	2003.7333
1087	south african literature	-0.2776	-0.452	4	21	37	35	2008.3429
1116	subjectivity	0.649	-0.2317	1	13	18	7	2011.1429
1143	the future	-0.1897	1.0845	2	14	24	7	2013.4286
1160	the self	0.7824	0.1825	1	19	26	9	2008.7778
1181	trauma	1.1214	0.1685	1	15	20	8	2009.25
1190	united states	0.1234	-0.6995	5	11	16	13	2010.0769
1214	violence	-0.3419	-0.1382	6	18	33	16	2009.125
1243	women novelists	0.0191	0.0483	4	23	44	21	2013.4762
