id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
57	aesthetics	0.5707	-0.5181	2	13	19	10	2010.5
67	african american women poets	-0.1498	-0.0775	7	8	12	5	2017
68	african american writers	-1.4349	0.0981	7	3	7	5	2012.4
82	allusion	-0.058	0.5297	1	12	15	6	2011
86	american literature	-0.0147	-0.0019	5	83	435	391	2009.2046
96	animal-human relations	-1.2991	-0.0269	7	6	11	6	2018
144	black identity	-0.215	-0.6216	7	10	14	6	2012
155	british and irish literatures	-0.7572	-0.0287	1	5	6	8	2005.125
163	canadian literature	0.1334	0.3267	5	18	25	18	2009.5
165	capitalism	0.0757	0.4551	3	10	15	8	2012.625
189	cold war	-0.7539	0.9129	9	5	13	9	2007.1111
197	community	0.7328	-0.2013	2	11	13	5	2010.4
224	criticism	-0.1866	-0.2977	8	13	17	5	2010.4
243	daily life	-0.5208	-0.4945	4	11	15	6	2013.3333
245	death	-0.0365	0.2223	3	16	19	8	2011
252	desire	-0.4566	0.1737	1	8	11	7	2008.8571
260	digital technology	0.6324	0.1666	5	8	11	5	2012.6
276	drama	0.634	-0.3705	6	15	31	16	2008.625
284	ecocriticism	-0.5199	0.9881	5	9	15	9	2010.6667
293	empathy	0.3843	-0.3305	2	10	17	6	2015
300	english literature	0.0709	-0.1067	2	52	118	93	2010.4946
305	environmental crisis	-0.4599	1.1172	5	7	14	6	2016.6667
312	ethics	0.2329	-0.2994	2	21	37	16	2012.75
313	ethnic identity	0.8954	-0.4416	2	13	24	13	2010.1538
321	experimental poetry	0.87	-0.002	5	10	16	7	2012.2857
363	french literature	0.4743	-0.4223	6	11	20	8	2004.875
369	gender	-0.642	0.1751	1	8	13	5	2011.8
370	genre conventions	0.3526	0.5334	3	16	24	12	2010.25
373	german literature	-0.2903	0.1087	1	16	21	10	2011.3
379	globalization	0.2157	0.0665	2	19	29	13	2011.5385
405	history	0.7985	0.6664	6	6	9	5	2005
413	human body	0.5708	0.4409	6	13	22	9	2011.4444
429	identity	0.1316	0.194	3	12	17	6	2009.5
442	imperialism	-0.1065	-0.926	7	6	8	5	2008
449	indian literature	-0.1499	-0.4396	4	21	30	13	2012.4615
463	intertextuality	-0.6073	-0.372	7	9	14	7	2011.4286
468	irish literature	0.2409	-0.4753	6	25	43	28	2008.5357
496	landscape	-0.6242	0.4547	1	9	14	7	2007.8571
497	language	1.0214	0.0487	2	8	12	6	2011.5
498	language poetry	0.0325	0.0945	3	12	20	10	2009.6
507	letters	-0.3702	0.4005	1	9	13	5	2011
531	lyric poetry	-0.4907	0.3454	1	10	15	5	2010.8
544	masculinity	1.4209	0.5764	10	3	6	5	2008.8
552	memory	0.2577	0.3969	6	20	30	10	2008.3
556	metafiction	0.5018	0.8695	3	4	8	5	2014.2
557	metaphor	-0.6573	-0.7444	4	10	13	6	2009.5
575	modernism	-0.6319	-0.1839	1	14	23	13	2008.4615
602	narrative form	-0.7978	-0.8808	4	6	10	6	2008.5
605	narrative technique	-0.3522	-0.5549	4	11	16	8	2007.125
609	narrator	-0.3933	-0.7646	4	11	13	5	2013.6
612	national identity	0.7878	-0.5875	6	9	20	12	2011.1667
620	nature	-0.3205	1.0677	5	8	15	7	2015.1429
628	neoliberalism	-0.3153	0.5701	3	12	17	6	2015.5
630	new york city	-0.7918	0.2214	9	10	18	6	2013
634	nigerian literature	0.4824	-0.6447	8	5	5	5	2010
657	otherness	0.2382	-0.1136	2	15	21	7	2010.2857
692	place	-0.5142	0.6287	1	10	12	6	2009.1667
697	poetic form	1.3786	-0.2819	5	3	8	6	2010
700	poetic technique	0.6039	-0.8544	8	3	6	6	2009
701	poetic voice	-0.0526	0.7242	3	7	11	5	2008.6
702	poetics	-0.2337	0.469	5	21	48	23	2009.6087
720	politics	0.3572	-0.5847	8	15	22	11	2009.9091
732	postcolonialism	-0.1006	-0.5944	4	22	30	12	2011.8333
735	postmodernism	0.8249	0.311	10	15	30	16	2007.375
743	postwar period	-1.0597	-0.7761	4	5	11	7	2012.8571
763	public sphere	0.7199	-0.0784	5	5	7	5	2010.2
775	racism	-0.9245	0.1503	7	16	28	11	2017.0909
779	reader	-0.3721	-0.1981	1	17	27	12	2010.6667
796	representation	0.3341	-0.0048	8	13	20	10	2006.3
815	russian literature	0.9333	-0.2912	2	5	9	5	2004.8
819	satire	-0.4612	-0.3255	7	13	16	6	2011.8333
823	science fiction novel	0.1636	0.8253	3	10	15	9	2015.6667
825	scottish literature	0.5068	0.7585	3	4	5	8	2007.5
840	september 11 terrorist attacks (2001)	-0.6091	0.029	9	12	23	10	2013.7
880	south african literature	-0.2416	-0.4391	7	24	38	23	2009.7391
890	space	-0.1858	0.1904	1	12	16	6	2012
901	state	0.2796	-0.7136	8	9	12	5	2008
906	subjectivity	-0.032	-0.3045	4	19	30	14	2009.5
919	technology	-0.8204	-0.6856	4	7	10	5	2013.4
932	the holocaust	0.4321	0.1085	6	10	16	7	2009.1429
942	the past	-0.0847	0.3392	9	18	25	10	2010
948	the self	0.78	0.1686	2	12	14	7	2010.8571
956	time	0.4944	0.2385	6	18	26	8	2013.75
968	trauma	0.4208	0.383	6	18	34	14	2010.5
981	united states	-0.969	-0.4575	4	10	19	10	2011.5
995	vietnam war	0.3787	-0.9353	8	6	12	7	2011.4286
997	violence	-0.3024	0.9085	3	10	13	6	2011.1667
